@relation answerExp4
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@data
"LOC:country" , "what" , "country" , "come" 
"NUM:temp" , "how" , "hot" , "should" 
"LOC:country" , "what" , "country" , "be" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:city" , "what" , "city" , "be" 
"LOC:other" , "where" , "do" , "hillary" 
"HUM:ind" , "what" , "american" , "naval" 
"HUM:ind" , "who" , "give" , "u" 
"HUM:ind" , "who" , "write" , "the" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:count" , "how" , "many" , "people" 
"NUM:count" , "how" , "much" , "calcium" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "who" , "moderate" , "the" 
"HUM:ind" , "who" , "portray" , "george" 
"NUM:date" , "when" , "be" , "nostradamus" 
"HUM:ind" , "who" , "the" , "only" 
"LOC:country" , "what" , "be" , "the" 
"NUM:count" , "what" , "be" , "the" 
"LOC:country" , "what" , "country" , "have" 
"HUM:ind" , "who" , "invent" , "the" 
"LOC:other" , "what" , "sea" , "be" 
"HUM:ind" , "what" , "fool" , "be" 
"LOC:other" , "where" , "in" , "the" 
"NUM:dist" , "how" , "tall" , "be" 
"LOC:city" , "what" , "city" , "be" 
"LOC:country" , "what" , "country" , "have" 
"NUM:count" , "how" , "many" , "mile" 
"NUM:volsize" , "how" , "big" , "be" 
"HUM:ind" , "what" , "monarch" , "sign" 
"NUM:count" , "how" , "many" , "side" 
"LOC:other" , "where" , "be" , "there" 
"LOC:other" , "on" , "what" , "river" 
"LOC:other" , "where" , "on" , "the" 
"LOC:other" , "where" , "be" , "the" 
"LOC:other" , "what" , "cathedral" , "be" 
"LOC:city" , "the" , "kentucky" , "horse" 
"NUM:period" , "how" , "old" , "be" 
"LOC:other" , "where" , "in" , "a" 
"LOC:other" , "what" , "strait" , "link" 
"LOC:other" , "what" , "airport" , "be" 
"NUM:code" , "what" , "seven" , "digit" 
"LOC:city" , "what" , "city" , "airport" 
"HUM:ind" , "what" , "pope" , "inaugurate" 
"NUM:count" , "how" , "many" , "time" 
"NUM:count" , "how" , "many" , "name" 
"HUM:ind" , "what" , "king" , "be" 
"LOC:state" , "what" , "be" , "the" 
"NUM:date" , "when" , "be" , "the" 
"HUM:ind" , "what" , "pope" , "inaugurate" 
"HUM:ind" , "what" , "director" , "make" 
"NUM:date" , "when" , "do" , "swim" 
"HUM:ind" , "which" , "president" , "of" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "what" , "character" , "in" 
"HUM:ind" , "what" , "comedienne" , "call" 
"NUM:count" , "how" , "many" , "gallon" 
"HUM:ind" , "what" , "president" , "also" 
"NUM:date" , "when" , "do" , "menstruation" 
"LOC:other" , "where" , "do" , "makeup" 
"NUM:dist" , "how" , "deep" , "be" 
"LOC:state" , "what" , "state" , "be" 
"HUM:ind" , "who" , "be" , "actress" 
"NUM:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "kill" , "jfk" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:country" , "in" , "what" , "country" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "where" , "be" , "erykah" 
"LOC:other" , "where" , "can" , "i" 
"NUM:period" , "how" , "old" , "be" 
"NUM:count" , "how" , "many" , "black" 
"HUM:ind" , "what" , "be" , "the" 
"LOC:other" , "what" , "be" , "the" 
"HUM:ind" , "who" , "invent" , "panty" 
"HUM:ind" , "what" , "president" , "have" 
"HUM:ind" , "who" , "be" , "the" 
"NUM:count" , "how" , "much" , "time" 
"NUM:dist" , "how" , "deep" , "be" 
"NUM:date" , "when" , "do" , "the" 
"NUM:count" , "how" , "many" , "people" 
"LOC:other" , "what" , "planet" , "give" 
"NUM:date" , "what" , "month" , "of" 
"HUM:ind" , "who" , "be" , "bury" 
"LOC:country" , "what" , "be" , "the" 
"NUM:perc" , "what" , "be" , "the" 
"NUM:date" , "when" , "be" , "the" 
"NUM:speed" , "how" , "fast" , "can" 
"HUM:ind" , "what" , "famous" , "actress" 
"NUM:money" , "how" , "much" , "do" 
"LOC:other" , "where" , "be" , "the" 
"LOC:country" , "what" , "country" , "be" 
"NUM:count" , "how" , "many" , "be" 
"NUM:period" , "how" , "long" , "should" 
"LOC:city" , "what" , "city" , "be" 
"HUM:ind" , "what" , "be" , "michael" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "creative" , "genius" 
"LOC:other" , "where" , "be" , "the" 
"LOC:country" , "what" , "country" , "be" 
"NUM:count" , "how" , "many" , "people" 
"NUM:count" , "how" , "many" , "small" 
"HUM:ind" , "who" , "be" , "ben" 
"HUM:ind" , "what" , "multitalented" , "director" 
"LOC:other" , "where" , "be" , "ayer" 
"NUM:date" , "when" , "be" , "the" 
"NUM:date" , "when" , "be" , "cigarette" 
"HUM:ind" , "what" , "wild" , "and" 
"LOC:city" , "what" , "city" , "theatrical" 
"NUM:temp" , "what" , "should" , "the" 
"NUM:count" , "how" , "many" , "home" 
"HUM:ind" , "who" , "be" , "in" 
"HUM:ind" , "what" , "be" , "ruth" 
"LOC:other" , "where" , "be" , "george" 
"NUM:count" , "how" , "many" , "color" 
"HUM:ind" , "what" , "the" , "middle" 
"LOC:country" , "what" , "two" , "caribbean" 
"HUM:ind" , "who" , "tell" , "all" 
"HUM:ind" , "who" , "follow" , "willy" 
"LOC:mount" , "what" , "continent" , "peak" 
"LOC:city" , "what" , "peruvian" , "city" 
"NUM:date" , "when" , "do" , "french" 
"NUM:count" , "how" , "many" , "men" 
"HUM:ind" , "what" , "name" , "do" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:country" , "what" , "nationality" , "be" 
"HUM:ind" , "who" , "play" , "the" 
"HUM:ind" , "what" , "president" , "once" 
"HUM:ind" , "who" , "make" , "the" 
"HUM:ind" , "who" , "use" , "a" 
"NUM:period" , "how" , "long" , "do" 
"LOC:other" , "what" , "ocean" , "surround" 
"LOC:country" , "what" , "south" , "american" 
"NUM:count" , "how" , "many" , "cullions" 
"HUM:ind" , "what" , "painter" , "popularize" 
"HUM:ind" , "who" , "play" , "lucas" 
"LOC:other" , "what" , "colorful" , "sea" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:other" , "on" , "what" , "continent" 
"HUM:ind" , "who" , "be" , "the" 
"HUM:ind" , "what" , "part" , "do" 
"NUM:date" , "when" , "be" , "microsoft" 
"NUM:date" , "when" , "do" , "president" 
"LOC:other" , "what" , "be" , "the" 
"LOC:state" , "what" , "state" , "be" 
"HUM:ind" , "who" , "be" , "the" 
"LOC:state" , "what" , "be" , "all" 
"LOC:other" , "what" , "do" , "the" 
"LOC:state" , "what" , "state" , "do" 
"NUM:count" , "how" , "many" , "soldier" 
"NUM:count" , "how" , "many" , "propeller" 
"HUM:ind" , "who" , "die" , "with" 
"HUM:ind" , "what" , "be" , "the" 
"HUM:ind" , "who" , "win" , "the" 
"LOC:other" , "where" , "be" , "south" 
"LOC:country" , "what" , "country" , "have" 
"LOC:state" , "what" , "two" , "state" 
"NUM:date" , "in" , "what" , "year" 
"NUM:date" , "what" , "year" , "be" 
"NUM:date" , "when" , "do" , "the" 
"NUM:money" , "how" , "much" , "do" 
"HUM:ind" , "what" , "argentine" , "revolutionary" 
"LOC:other" , "what" , "botanical" , "marvel" 
"HUM:ind" , "what" , "famous" , "comic" 
"NUM:count" , "how" , "many" , "john" 
"NUM:date" , "when" , "do" , "communist" 
"HUM:ind" , "what" , "have" , "be" 
"NUM:count" , "how" , "many" , "cherub" 
"NUM:count" , "how" , "many" , "people" 
"LOC:country" , "what" , "european" , "country" 
"HUM:ind" , "what" , "english" , "explorer" 
"LOC:country" , "what" , "country" , "be" 
"NUM:date" , "when" , "do" , "charles" 
"NUM:count" , "how" , "many" , "athlete" 
"LOC:other" , "what" , "be" , "the" 
"LOC:other" , "where" , "can" , "i" 
"LOC:city" , "in" , "what" , "city" 
"NUM:temp" , "what" , "be" , "the" 
"NUM:temp" , "what" , "be" , "the" 
