@relation answerExp9
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"NUM:count" , "how" , "many" , "degrees" , "cooler" , "how many" , "many degrees" , "how degrees" , "how cooler" , "many cooler" , "degrees cooler" 
"HUM:ind" , "what" , "spanish" , "artist" , "painted" , "what spanish" , "spanish artist" , "what artist" , "what painted" , "spanish painted" , "artist painted" 
"HUM:ind" , "what" , "spy" , "novelist" , "served" , "what spy" , "spy novelist" , "what novelist" , "what served" , "spy served" , "novelist served" 
"NUM:period" , "how" , "long" , "does" , "it" , "how long" , "long does" , "how does" , "how it" , "long it" , "does it" 
"HUM:ind" , "who" , "was" , "randy" , "steven" , "who was" , "was randy" , "who randy" , "who steven" , "was steven" , "randy steven" 
"LOC:other" , "what" , "was" , "known" , "as" , "what was" , "was known" , "what known" , "what as" , "was as" , "known as" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"HUM:ind" , "name" , "the" , "ranger" , "who" , "name the" , "the ranger" , "name ranger" , "name who" , "the who" , "ranger who" 
"HUM:ind" , "who" , "is" , "the" , "superstar" , "who is" , "is the" , "who the" , "who superstar" , "is superstar" , "the superstar" 
"LOC:city" , "mccarren" , "airport" , "is" , "located" , "mccarren airport" , "airport is" , "mccarren is" , "mccarren located" , "airport located" , "is located" 
"NUM:perc" , "what" , "fraction" , "of" , "a" , "what fraction" , "fraction of" , "what of" , "what a" , "fraction a" , "of a" 
"LOC:country" , "what" , "country" , "has" , "the" , "what country" , "country has" , "what has" , "what the" , "country the" , "has the" 
"LOC:country" , "what" , "country" , "is" , "the" , "what country" , "country is" , "what is" , "what the" , "country the" , "is the" 
"NUM:count" , "how" , "many" , "years" , "is" , "how many" , "many years" , "how years" , "how is" , "many is" , "years is" 
"NUM:money" , "how" , "much" , "would" , "a" , "how much" , "much would" , "how would" , "how a" , "much a" , "would a" 
"LOC:country" , "what" , "country" , "has" , "the" , "what country" , "country has" , "what has" , "what the" , "country the" , "has the" 
"HUM:ind" , "who" , "is" , "the" , "president" , "who is" , "is the" , "who the" , "who president" , "is president" , "the president" 
"HUM:ind" , "whose" , "first" , "presidential" , "order" , "whose first" , "first presidential" , "whose presidential" , "whose order" , "first order" , "presidential order" 
"LOC:city" , "what" , "city" , "is" , "logan" , "what city" , "city is" , "what is" , "what logan" , "city logan" , "is logan" 
"NUM:count" , "how" , "many" , "innings" , "are" , "how many" , "many innings" , "how innings" , "how are" , "many are" , "innings are" 
"NUM:date" , "when" , "did" , "cnn" , "go" , "when did" , "did cnn" , "when cnn" , "when go" , "did go" , "cnn go" 
"LOC:city" , "what" , "is" , "the" , "largest" , "what is" , "is the" , "what the" , "what largest" , "is largest" , "the largest" 
"NUM:code" , "what" , "is" , "the" , "telephone" , "what is" , "is the" , "what the" , "what telephone" , "is telephone" , "the telephone" 
"NUM:count" , "how" , "many" , "wives" , "did" , "how many" , "many wives" , "how wives" , "how did" , "many did" , "wives did" 
"NUM:dist" , "how" , "long" , "is" , "the" , "how long" , "long is" , "how is" , "how the" , "long the" , "is the" 
"LOC:city" , "what" , "city" , "gained" , "renown" , "what city" , "city gained" , "what gained" , "what renown" , "city renown" , "gained renown" 
"HUM:ind" , "who" , "was" , "shot" , "in" , "who was" , "was shot" , "who shot" , "who in" , "was in" , "shot in" 
"NUM:count" , "how" , "many" , "colleges" , "are" , "how many" , "many colleges" , "how colleges" , "how are" , "many are" , "colleges are" 
"LOC:city" , "what" , "russian" , "seaport" , "has" , "what russian" , "russian seaport" , "what seaport" , "what has" , "russian has" , "seaport has" 
"LOC:other" , "where" , "can" , "stocks" , "be" , "where can" , "can stocks" , "where stocks" , "where be" , "can be" , "stocks be" 
"NUM:date" , "when" , "was" , "the" , "battle" , "when was" , "was the" , "when the" , "when battle" , "was battle" , "the battle" 
"NUM:date" , "when" , "did" , "muhammad" , "live" , "when did" , "did muhammad" , "when muhammad" , "when live" , "did live" , "muhammad live" 
"LOC:mount" , "where" , "do" , "people" , "mountain" , "where do" , "do people" , "where people" , "where mountain" , "do mountain" , "people mountain" 
"LOC:country" , "what" , "are" , "the" , "nordic" , "what are" , "are the" , "what the" , "what nordic" , "are nordic" , "the nordic" 
"LOC:other" , "where" , "on" , "the" , "internet" , "where on" , "on the" , "where the" , "where internet" , "on internet" , "the internet" 
"LOC:state" , "what" , "state" , "borders" , "illinois" , "what state" , "state borders" , "what borders" , "what illinois" , "state illinois" , "borders illinois" 
"NUM:temp" , "what" , "is" , "the" , "temperature" , "what is" , "is the" , "what the" , "what temperature" , "is temperature" , "the temperature" 
"LOC:other" , "where" , "did" , "the" , "myth" , "where did" , "did the" , "where the" , "where myth" , "did myth" , "the myth" 
"LOC:city" , "what" , "city" , "is" , "served" , "what city" , "city is" , "what is" , "what served" , "city served" , "is served" 
"HUM:ind" , "what" , "wrestling" , "star" , "became" , "what wrestling" , "wrestling star" , "what star" , "what became" , "wrestling became" , "star became" 
"LOC:other" , "what" , "attracts" , "tourists" , "to" , "what attracts" , "attracts tourists" , "what tourists" , "what to" , "attracts to" , "tourists to" 
"HUM:ind" , "who" , "was" , "the" , "star" , "who was" , "was the" , "who the" , "who star" , "was star" , "the star" 
"LOC:other" , "where" , "is" , "procter" , "gamble" , "where is" , "is procter" , "where procter" , "where gamble" , "is gamble" , "procter gamble" 
"LOC:other" , "what" , "is" , "the" , "web" , "what is" , "is the" , "what the" , "what web" , "is web" , "the web" 
"HUM:ind" , "what" , "was" , "her" , "real" , "what was" , "was her" , "what her" , "what real" , "was real" , "her real" 
"HUM:ind" , "who" , "invented" , "the" , "toothbrush" , "who invented" , "invented the" , "who the" , "who toothbrush" , "invented toothbrush" , "the toothbrush" 
"LOC:other" , "where" , "is" , "the" , "abominable" , "where is" , "is the" , "where the" , "where abominable" , "is abominable" , "the abominable" 
"NUM:count" , "how" , "many" , "dots" , "make" , "how many" , "many dots" , "how dots" , "how make" , "many make" , "dots make" 
"NUM:count" , "how" , "many" , "hearts" , "does" , "how many" , "many hearts" , "how hearts" , "how does" , "many does" , "hearts does" 
"LOC:country" , "what" , "was" , "the" , "only" , "what was" , "was the" , "what the" , "what only" , "was only" , "the only" 
"HUM:ind" , "what" , "baseball" , "star" , "turned" , "what baseball" , "baseball star" , "what star" , "what turned" , "baseball turned" , "star turned" 
"HUM:ind" , "what" , "video" , "game" , "hero" , "what video" , "video game" , "what game" , "what hero" , "video hero" , "game hero" 
"NUM:count" , "how" , "many" , "holes" , "are" , "how many" , "many holes" , "how holes" , "how are" , "many are" , "holes are" 
"LOC:other" , "in" , "what" , "city" , "or" , "in what" , "what city" , "in city" , "in or" , "what or" , "city or" 
"HUM:ind" , "what" , "tv" , "comediennes" , "characters" , "what tv" , "tv comediennes" , "what comediennes" , "what characters" , "tv characters" , "comediennes characters" 
"NUM:perc" , "what" , "percentage" , "of" , "the" , "what percentage" , "percentage of" , "what of" , "what the" , "percentage the" , "of the" 
"NUM:money" , "what" , "does" , "an" , "average" , "what does" , "does an" , "what an" , "what average" , "does average" , "an average" 
"HUM:ind" , "who" , "played" , "the" , "ringo" , "who played" , "played the" , "who the" , "who ringo" , "played ringo" , "the ringo" 
"HUM:ind" , "who" , "died" , "feet" , "from" , "who died" , "died feet" , "who feet" , "who from" , "died from" , "feet from" 
"NUM:date" , "when" , "is" , "the" , "site" , "when is" , "is the" , "when the" , "when site" , "is site" , "the site" 
"HUM:ind" , "what" , "first" , "name" , "was" , "what first" , "first name" , "what name" , "what was" , "first was" , "name was" 
"HUM:ind" , "who" , "is" , "the" , "youngest" , "who is" , "is the" , "who the" , "who youngest" , "is youngest" , "the youngest" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"LOC:other" , "what" , "is" , "bill" , "gates" , "what is" , "is bill" , "what bill" , "what gates" , "is gates" , "bill gates" 
"LOC:city" , "what" , "russian" , "city" , "boasts" , "what russian" , "russian city" , "what city" , "what boasts" , "russian boasts" , "city boasts" 
"NUM:date" , "when" , "is" , "bastille" , "day" , "when is" , "is bastille" , "when bastille" , "when day" , "is day" , "bastille day" 
"NUM:count" , "how" , "many" , "shots" , "can" , "how many" , "many shots" , "how shots" , "how can" , "many can" , "shots can" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"NUM:date" , "what" , "day" , "of" , "the" , "what day" , "day of" , "what of" , "what the" , "day the" , "of the" 
"HUM:ind" , "who" , "graced" , "the" , "airwaves" , "who graced" , "graced the" , "who the" , "who airwaves" , "graced airwaves" , "the airwaves" 
"HUM:ind" , "who" , "portrayed" , "portly" , "criminologist" , "who portrayed" , "portrayed portly" , "who portly" , "who criminologist" , "portrayed criminologist" , "portly criminologist" 
"NUM:speed" , "how" , "fast" , "is" , "light" , "how fast" , "fast is" , "how is" , "how light" , "fast light" , "is light" 
"NUM:date" , "when" , "was" , "the" , "first" , "when was" , "was the" , "when the" , "when first" , "was first" , "the first" 
"LOC:other" , "what" , "the" , "tallest" , "building" , "what the" , "the tallest" , "what tallest" , "what building" , "the building" , "tallest building" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"NUM:count" , "how" , "many" , "quarters" , "equal" , "how many" , "many quarters" , "how quarters" , "how equal" , "many equal" , "quarters equal" 
"HUM:ind" , "what" , "are" , "the" , "first" , "what are" , "are the" , "what the" , "what first" , "are first" , "the first" 
"NUM:ord" , "what" , "chapter" , "of" , "the" , "what chapter" , "chapter of" , "what of" , "what the" , "chapter the" , "of the" 
"HUM:ind" , "who" , "is" , "the" , "worst" , "who is" , "is the" , "who the" , "who worst" , "is worst" , "the worst" 
"HUM:ind" , "what" , "asian" , "leader" , "was" , "what asian" , "asian leader" , "what leader" , "what was" , "asian was" , "leader was" 
"NUM:speed" , "how" , "fast" , "does" , "the" , "how fast" , "fast does" , "how does" , "how the" , "fast the" , "does the" 
"LOC:mount" , "what" , "is" , "the" , "highest" , "what is" , "is the" , "what the" , "what highest" , "is highest" , "the highest" 
"LOC:other" , "what" , "arch" , "can" , "you" , "what arch" , "arch can" , "what can" , "what you" , "arch you" , "can you" 
"HUM:ind" , "who" , "sings" , "the" , "song" , "who sings" , "sings the" , "who the" , "who song" , "sings song" , "the song" 
"NUM:period" , "how" , "long" , "should" , "a" , "how long" , "long should" , "how should" , "how a" , "long a" , "should a" 
"LOC:other" , "which" , "way" , "do" , "you" , "which way" , "way do" , "which do" , "which you" , "way you" , "do you" 
"LOC:country" , "which" , "is" , "the" , "wealthiest" , "which is" , "is the" , "which the" , "which wealthiest" , "is wealthiest" , "the wealthiest" 
"HUM:ind" , "who" , "is" , "the" , "monarch" , "who is" , "is the" , "who the" , "who monarch" , "is monarch" , "the monarch" 
"HUM:ind" , "what" , "are" , "the" , "top" , "what are" , "are the" , "what the" , "what top" , "are top" , "the top" 
"LOC:country" , "which" , "country" , "is" , "australia" , "which country" , "country is" , "which is" , "which australia" , "country australia" , "is australia" 
"LOC:other" , "where" , "is" , "the" , "kentucky" , "where is" , "is the" , "where the" , "where kentucky" , "is kentucky" , "the kentucky" 
"HUM:ind" , "who" , "does" , "data" , "collection" , "who does" , "does data" , "who data" , "who collection" , "does collection" , "data collection" 
"HUM:ind" , "what" , "was" , "the" , "name" , "what was" , "was the" , "what the" , "what name" , "was name" , "the name" 
"LOC:state" , "what" , "is" , "the" , "leading" , "what is" , "is the" , "what the" , "what leading" , "is leading" , "the leading" 
"HUM:ind" , "who" , "were" , "the" , "four" , "who were" , "were the" , "who the" , "who four" , "were four" , "the four" 
"NUM:count" , "how" , "many" , "sperm" , "cells" , "how many" , "many sperm" , "how sperm" , "how cells" , "many cells" , "sperm cells" 
"NUM:dist" , "how" , "far" , "do" , "you" , "how far" , "far do" , "how do" , "how you" , "far you" , "do you" 
"HUM:ind" , "who" , "was" , "the" , "only" , "who was" , "was the" , "who the" , "who only" , "was only" , "the only" 
"LOC:other" , "where" , "are" , "the" , "tropical" , "where are" , "are the" , "where the" , "where tropical" , "are tropical" , "the tropical" 
"HUM:ind" , "what" , "the" , "nickname" , "of" , "what the" , "the nickname" , "what nickname" , "what of" , "the of" , "nickname of" 
"NUM:other" , "what" , "was" , "the" , "number" , "what was" , "was the" , "what the" , "what number" , "was number" , "the number" 
"NUM:dist" , "how" , "far" , "can" , "a" , "how far" , "far can" , "how can" , "how a" , "far a" , "can a" 
"LOC:other" , "where" , "was" , "lincoln" , "assassinated" , "where was" , "was lincoln" , "where lincoln" , "where assassinated" , "was assassinated" , "lincoln assassinated" 
"NUM:count" , "what" , "was" , "the" , "highway" , "what was" , "was the" , "what the" , "what highway" , "was highway" , "the highway" 
"HUM:ind" , "whose" , "autobiography" , "is" , "titled" , "whose autobiography" , "autobiography is" , "whose is" , "whose titled" , "autobiography titled" , "is titled" 
