@relation answerExp8
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"HUM:ind" , "what" , "author" , "land" , "what author" , "author land" , "what land" 
"NUM:count" , "how" , "many" , "american" , "how many" , "many american" , "how american" 
"NUM:count" , "how" , "many" , "ocean" , "how many" , "many ocean" , "how ocean" 
"NUM:count" , "how" , "many" , "pair" , "how many" , "many pair" , "how pair" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"HUM:ind" , "what" , "lawyer" , "win" , "what lawyer" , "lawyer win" , "what win" 
"HUM:ind" , "who" , "deliver" , "his" , "who deliver" , "deliver his" , "who his" 
"NUM:count" , "how" , "many" , "time" , "how many" , "many time" , "how time" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:perc" , "what" , "percent" , "like" , "what percent" , "percent like" , "what like" 
"LOC:other" , "where" , "do" , "buzz" , "where do" , "do buzz" , "where buzz" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "former" , "baseball" , "what former" , "former baseball" , "what baseball" 
"HUM:ind" , "what" , "be" , "michelangelo" , "what be" , "be michelangelo" , "what michelangelo" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:country" , "what" , "asian" , "country" , "what asian" , "asian country" , "what country" 
"NUM:count" , "how" , "many" , "finger" , "how many" , "many finger" , "how finger" 
"NUM:date" , "when" , "be" , "hurricane" , "when be" , "be hurricane" , "when hurricane" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"HUM:ind" , "what" , "classical" , "spanish" , "what classical" , "classical spanish" , "what spanish" 
"HUM:ind" , "what" , "actor" , "marry" , "what actor" , "actor marry" , "what marry" 
"HUM:ind" , "who" , "fire" , "maria" , "who fire" , "fire maria" , "who maria" 
"NUM:period" , "the" , "italian" , "artist" , "the italian" , "italian artist" , "the artist" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:city" , "what" , "city" , "be" , "what city" , "city be" , "what be" 
"HUM:ind" , "what" , "president" , "show" , "what president" , "president show" , "what show" 
"HUM:ind" , "whose" , "cover" , "be" , "whose cover" , "cover be" , "whose be" 
"HUM:ind" , "what" , "former" , "president" , "what former" , "former president" , "what president" 
"HUM:ind" , "what" , "fictional" , "character" , "what fictional" , "fictional character" , "what character" 
"HUM:ind" , "what" , "longtime" , "game" , "what longtime" , "longtime game" , "what game" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"LOC:other" , "where" , "be" , "mozambique" , "where be" , "be mozambique" , "where mozambique" 
"NUM:count" , "how" , "many" , "month" , "how many" , "many month" , "how month" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:city" , "what" , "city" , "house" , "what city" , "city house" , "what house" 
"NUM:money" , "how" , "much" , "be" , "how much" , "much be" , "how be" 
"HUM:ind" , "who" , "invent" , "silly" , "who invent" , "invent silly" , "who silly" 
"HUM:ind" , "who" , "patent" , "the" , "who patent" , "patent the" , "who the" 
"NUM:count" , "how" , "many" , "vietnamese" , "how many" , "many vietnamese" , "how vietnamese" 
"NUM:count" , "on" , "average" , "how" , "on average" , "average how" , "on how" 
"HUM:ind" , "who" , "create" , "private" , "who create" , "create private" , "who private" 
"LOC:country" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "coin" , "the" , "who coin" , "coin the" , "who the" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "be" , "lauren" , "who be" , "be lauren" , "who lauren" 
"NUM:count" , "how" , "many" , "hand" , "how many" , "many hand" , "how hand" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "what" , "congressman" , "say" , "what congressman" , "congressman say" , "what say" 
"HUM:ind" , "who" , "create" , "the" , "who create" , "create the" , "who the" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "be" , "windsor" , "where be" , "be windsor" , "where windsor" 
"NUM:date" , "when" , "do" , "the" , "when do" , "do the" , "when the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:state" , "what" , "state" , "do" , "what state" , "state do" , "what do" 
"LOC:country" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "the" , "petrified" , "where the" , "the petrified" , "where petrified" 
"LOC:other" , "where" , "be" , "tornado" , "where be" , "be tornado" , "where tornado" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "what" , "american" , "poet" , "what american" , "american poet" , "what poet" 
"LOC:state" , "what" , "state" , "in" , "what state" , "state in" , "what in" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "paint" , "the" , "who paint" , "paint the" , "who the" 
"HUM:ind" , "name" , "the" , "various" , "name the" , "the various" , "name various" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "explorers" , "follow" , "what explorers" , "explorers follow" , "what follow" 
"HUM:ind" , "who" , "be" , "actress" , "who be" , "be actress" , "who actress" 
"HUM:ind" , "who" , "ban" , "peter" , "who ban" , "ban peter" , "who peter" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"NUM:count" , "how" , "many" , "casino" , "how many" , "many casino" , "how casino" 
"NUM:date" , "what" , "year" , "do" , "what year" , "year do" , "what do" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "the" , "long" , "what the" , "the long" , "what long" 
"NUM:date" , "when" , "be" , "berlin" , "when be" , "be berlin" , "when berlin" 
"NUM:count" , "how" , "many" , "space" , "how many" , "many space" , "how space" 
"NUM:date" , "what" , "year" , "do" , "what year" , "year do" , "what do" 
"LOC:mount" , "what" , "mountain" , "range" , "what mountain" , "mountain range" , "what range" 
"HUM:ind" , "who" , "be" , "nickname" , "who be" , "be nickname" , "who nickname" 
"NUM:count" , "how" , "many" , "cd" , "how many" , "many cd" , "how cd" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"LOC:other" , "what" , "the" , "sacred" , "what the" , "the sacred" , "what sacred" 
"LOC:country" , "what" , "be" , "stefan" , "what be" , "be stefan" , "what stefan" 
"NUM:count" , "how" , "many" , "gutenberg" , "how many" , "many gutenberg" , "how gutenberg" 
"LOC:country" , "name" , "the" , "large" , "name the" , "the large" , "name large" 
"HUM:ind" , "what" , "be" , "american" , "what be" , "be american" , "what american" 
"HUM:ind" , "what" , "author" , "do" , "what author" , "author do" , "what do" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
"HUM:ind" , "name" , "the" , "poet" , "name the" , "the poet" , "name poet" 
"LOC:state" , "what" , "state" , "record" , "what state" , "state record" , "what record" 
"LOC:city" , "what" , "texas" , "city" , "what texas" , "texas city" , "what city" 
"LOC:country" , "what" , "country" , "do" , "what country" , "country do" , "what do" 
"HUM:ind" , "what" , "barroom" , "judge" , "what barroom" , "barroom judge" , "what judge" 
"HUM:ind" , "who" , "be" , "president" , "who be" , "be president" , "who president" 
"LOC:country" , "what" , "country" , "have" , "what country" , "country have" , "what have" 
"LOC:country" , "what" , "two" , "country" , "what two" , "two country" , "what country" 
"HUM:ind" , "who" , "be" , "chairman" , "who be" , "be chairman" , "who chairman" 
"HUM:ind" , "what" , "actor" , "star" , "what actor" , "actor star" , "what star" 
"NUM:count" , "how" , "many" , "home" , "how many" , "many home" , "how home" 
"LOC:city" , "in" , "what" , "city" , "in what" , "what city" , "in city" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "replace" , "bert" , "who replace" , "replace bert" , "who bert" 
"NUM:count" , "how" , "many" , "boy" , "how many" , "many boy" , "how boy" 
"NUM:date" , "when" , "be" , "sheep" , "when be" , "be sheep" , "when sheep" 
"LOC:other" , "what" , "the" , "island" , "what the" , "the island" , "what island" 
"NUM:date" , "what" , "century" , "do" , "what century" , "century do" , "what do" 
"NUM:count" , "how" , "many" , "astronaut" , "how many" , "many astronaut" , "how astronaut" 
"LOC:other" , "where" , "be" , "logan" , "where be" , "be logan" , "where logan" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "what" , "golfer" , "have" , "what golfer" , "golfer have" , "what have" 
"HUM:ind" , "who" , "murder" , "leno" , "who murder" , "murder leno" , "who leno" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:state" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "student" , "how many" , "many student" , "how student" 
"HUM:ind" , "who" , "say" , "i" , "who say" , "say i" , "who i" 
"HUM:ind" , "who" , "portray" , "etta" , "who portray" , "portray etta" , "who etta" 
"LOC:other" , "what" , "the" , "name" , "what the" , "the name" , "what name" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "portray" , "rosanne" , "who portray" , "portray rosanne" , "who rosanne" 
"HUM:ind" , "what" , "singer" , "become" , "what singer" , "singer become" , "what become" 
"NUM:date" , "when" , "do" , "iraqi" , "when do" , "do iraqi" , "when iraqi" 
"HUM:ind" , "what" , "famous" , "sing" , "what famous" , "famous sing" , "what sing" 
"NUM:perc" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "canadian" , "how many" , "many canadian" , "how canadian" 
"HUM:ind" , "who" , "be" , "gerald" , "who be" , "be gerald" , "who gerald" 
"NUM:count" , "how" , "many" , "different" , "how many" , "many different" , "how different" 
"NUM:date" , "what" , "year" , "be" , "what year" , "year be" , "what be" 
"HUM:ind" , "who" , "invent" , "battery" , "who invent" , "invent battery" , "who battery" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "london" , "street" , "what london" , "london street" , "what street" 
"LOC:city" , "in" , "what" , "city" , "in what" , "what city" , "in city" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"LOC:other" , "where" , "be" , "tufts" , "where be" , "be tufts" , "where tufts" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "engine" , "how many" , "many engine" , "how engine" 
"NUM:dist" , "how" , "long" , "be" , "how long" , "long be" , "how be" 
"NUM:weight" , "what" , "do" , "a" , "what do" , "do a" , "what a" 
"LOC:state" , "what" , "province" , "be" , "what province" , "province be" , "what be" 
"HUM:ind" , "who" , "do" , "sonny" , "who do" , "do sonny" , "who sonny" 
"NUM:date" , "what" , "be" , "martin" , "what be" , "be martin" , "what martin" 
"HUM:ind" , "what" , "president" , "dispatch" , "what president" , "president dispatch" , "what dispatch" 
"HUM:ind" , "whose" , "video" , "be" , "whose video" , "video be" , "whose be" 
"NUM:count" , "how" , "many" , "james" , "how many" , "many james" , "how james" 
"NUM:volsize" , "how" , "large" , "be" , "how large" , "large be" , "how be" 
"NUM:count" , "how" , "much" , "electricity" , "how much" , "much electricity" , "how electricity" 
"NUM:count" , "how" , "many" , "acre" , "how many" , "many acre" , "how acre" 
"HUM:ind" , "who" , "the" , "twin" , "who the" , "the twin" , "who twin" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "grammys" , "how many" , "many grammys" , "how grammys" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:period" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:country" , "what" , "country" , "receive" , "what country" , "country receive" , "what receive" 
"NUM:count" , "how" , "many" , "syllable" , "how many" , "many syllable" , "how syllable" 
"LOC:other" , "what" , "be" , "britain" , "what be" , "be britain" , "what britain" 
"HUM:ind" , "who" , "be" , "america" , "who be" , "be america" , "who america" 
"NUM:count" , "how" , "many" , "child" , "how many" , "many child" , "how child" 
"HUM:ind" , "who" , "live" , "at" , "who live" , "live at" , "who at" 
"LOC:state" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "be" , "guam" , "where be" , "be guam" , "where guam" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "be" , "always" , "who be" , "be always" , "who always" 
"HUM:ind" , "who" , "do" , "jackie" , "who do" , "do jackie" , "who jackie" 
"NUM:count" , "how" , "many" , "star" , "how many" , "many star" , "how star" 
"HUM:ind" , "who" , "seek" , "to" , "who seek" , "seek to" , "who to" 
"LOC:other" , "what" , "be" , "tourist" , "what be" , "be tourist" , "what tourist" 
"NUM:dist" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "say" , "soldier" , "who say" , "say soldier" , "who soldier" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"LOC:city" , "what" , "colorado" , "city" , "what colorado" , "colorado city" , "what city" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:other" , "where" , "do" , "guinea" , "where do" , "do guinea" , "where guinea" 
"LOC:country" , "what" , "two" , "country" , "what two" , "two country" , "what country" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "which" , "be" , "the" , "which be" , "be the" , "which the" 
"LOC:city" , "what" , "european" , "capital" , "what european" , "european capital" , "what capital" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
"NUM:perc" , "what" , "be" , "thatcher" , "what be" , "be thatcher" , "what thatcher" 
"NUM:count" , "how" , "many" , "calorie" , "how many" , "many calorie" , "how calorie" 
"LOC:state" , "in" , "what" , "state" , "in what" , "what state" , "in state" 
"LOC:country" , "what" , "country" , "in" , "what country" , "country in" , "what in" 
"LOC:other" , "on" , "which" , "hawaiian" , "on which" , "which hawaiian" , "on hawaiian" 
"HUM:ind" , "what" , "feather" , "cartoon" , "what feather" , "feather cartoon" , "what cartoon" 
"NUM:date" , "when" , "be" , "dick" , "when be" , "be dick" , "when dick" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:city" , "what" , "city" , "be" , "what city" , "city be" , "what be" 
"LOC:other" , "what" , "desert" , "have" , "what desert" , "desert have" , "what have" 
"LOC:country" , "what" , "two" , "country" , "what two" , "two country" , "what country" 
"NUM:period" , "how" , "long" , "be" , "how long" , "long be" , "how be" 
"NUM:code" , "what" , "phone" , "number" , "what phone" , "phone number" , "what number" 
"NUM:date" , "when" , "do" , "the" , "when do" , "do the" , "when the" 
"LOC:other" , "what" , "continent" , "name" , "what continent" , "continent name" , "what name" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
