@relation answerExp7
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"HUM:ind" , "who" , "was" , "named" , "who was" , "was named" , "who named" 
"NUM:money" , "what" , "does" , "an" , "what does" , "does an" , "what an" 
"HUM:ind" , "what" , "author" , "landed" , "what author" , "author landed" , "what landed" 
"NUM:count" , "how" , "many" , "americans" , "how many" , "many americans" , "how americans" 
"NUM:count" , "how" , "many" , "oceans" , "how many" , "many oceans" , "how oceans" 
"NUM:count" , "how" , "many" , "pairs" , "how many" , "many pairs" , "how pairs" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"HUM:ind" , "what" , "lawyer" , "won" , "what lawyer" , "lawyer won" , "what won" 
"HUM:ind" , "who" , "delivered" , "his" , "who delivered" , "delivered his" , "who his" 
"NUM:count" , "how" , "many" , "times" , "how many" , "many times" , "how times" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:perc" , "what" , "percent" , "liked" , "what percent" , "percent liked" , "what liked" 
"LOC:other" , "where" , "does" , "buzz" , "where does" , "does buzz" , "where buzz" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "former" , "baseball" , "what former" , "former baseball" , "what baseball" 
"HUM:ind" , "what" , "was" , "michelangelo" , "what was" , "was michelangelo" , "what michelangelo" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:country" , "what" , "asian" , "country" , "what asian" , "asian country" , "what country" 
"NUM:count" , "how" , "many" , "fingers" , "how many" , "many fingers" , "how fingers" 
"NUM:date" , "when" , "was" , "hurricane" , "when was" , "was hurricane" , "when hurricane" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:money" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"HUM:ind" , "what" , "classical" , "spanish" , "what classical" , "classical spanish" , "what spanish" 
"HUM:ind" , "what" , "actor" , "married" , "what actor" , "actor married" , "what married" 
"HUM:ind" , "who" , "fired" , "maria" , "who fired" , "fired maria" , "who maria" 
"NUM:period" , "the" , "italian" , "artist" , "the italian" , "italian artist" , "the artist" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:city" , "what" , "city" , "is" , "what city" , "city is" , "what is" 
"HUM:ind" , "what" , "president" , "showed" , "what president" , "president showed" , "what showed" 
"HUM:ind" , "whose" , "cover" , "is" , "whose cover" , "cover is" , "whose is" 
"HUM:ind" , "what" , "former" , "president" , "what former" , "former president" , "what president" 
"HUM:ind" , "what" , "fictional" , "character" , "what fictional" , "fictional character" , "what character" 
"HUM:ind" , "what" , "longtime" , "game" , "what longtime" , "longtime game" , "what game" 
"HUM:ind" , "who" , "were" , "the" , "who were" , "were the" , "who the" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"LOC:other" , "where" , "is" , "mozambique" , "where is" , "is mozambique" , "where mozambique" 
"NUM:count" , "how" , "many" , "months" , "how many" , "many months" , "how months" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:city" , "what" , "city" , "houses" , "what city" , "city houses" , "what houses" 
"NUM:money" , "how" , "much" , "was" , "how much" , "much was" , "how was" 
"HUM:ind" , "who" , "invented" , "silly" , "who invented" , "invented silly" , "who silly" 
"HUM:ind" , "who" , "patented" , "the" , "who patented" , "patented the" , "who the" 
"NUM:count" , "how" , "many" , "vietnamese" , "how many" , "many vietnamese" , "how vietnamese" 
"NUM:count" , "on" , "average" , "how" , "on average" , "average how" , "on how" 
"HUM:ind" , "who" , "created" , "private" , "who created" , "created private" , "who private" 
"LOC:country" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "coined" , "the" , "who coined" , "coined the" , "who the" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "was" , "lauren" , "who was" , "was lauren" , "who lauren" 
"NUM:count" , "how" , "many" , "hands" , "how many" , "many hands" , "how hands" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "what" , "congressman" , "said" , "what congressman" , "congressman said" , "what said" 
"HUM:ind" , "who" , "created" , "the" , "who created" , "created the" , "who the" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "is" , "windsor" , "where is" , "is windsor" , "where windsor" 
"NUM:date" , "when" , "did" , "the" , "when did" , "did the" , "when the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:state" , "what" , "state" , "does" , "what state" , "state does" , "what does" 
"LOC:country" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"LOC:other" , "where" , "the" , "petrified" , "where the" , "the petrified" , "where petrified" 
"LOC:other" , "where" , "is" , "tornado" , "where is" , "is tornado" , "where tornado" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "what" , "american" , "poet" , "what american" , "american poet" , "what poet" 
"LOC:state" , "what" , "state" , "in" , "what state" , "state in" , "what in" 
"LOC:city" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "painted" , "the" , "who painted" , "painted the" , "who the" 
"HUM:ind" , "name" , "the" , "various" , "name the" , "the various" , "name various" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "explorers" , "followed" , "what explorers" , "explorers followed" , "what followed" 
"HUM:ind" , "who" , "is" , "actress" , "who is" , "is actress" , "who actress" 
"HUM:ind" , "who" , "banned" , "peter" , "who banned" , "banned peter" , "who peter" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"NUM:count" , "how" , "many" , "casinos" , "how many" , "many casinos" , "how casinos" 
"NUM:date" , "what" , "year" , "did" , "what year" , "year did" , "what did" 
"HUM:ind" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "the" , "longest" , "what the" , "the longest" , "what longest" 
"NUM:date" , "when" , "was" , "berlin" , "when was" , "was berlin" , "when berlin" 
"NUM:count" , "how" , "many" , "spaces" , "how many" , "many spaces" , "how spaces" 
"NUM:date" , "what" , "year" , "did" , "what year" , "year did" , "what did" 
"LOC:mount" , "what" , "mountain" , "range" , "what mountain" , "mountain range" , "what range" 
"HUM:ind" , "who" , "was" , "nicknamed" , "who was" , "was nicknamed" , "who nicknamed" 
"NUM:count" , "how" , "many" , "cds" , "how many" , "many cds" , "how cds" 
"LOC:other" , "where" , "are" , "the" , "where are" , "are the" , "where the" 
"LOC:other" , "what" , "the" , "sacred" , "what the" , "the sacred" , "what sacred" 
"LOC:country" , "what" , "is" , "stefan" , "what is" , "is stefan" , "what stefan" 
"NUM:count" , "how" , "many" , "gutenberg" , "how many" , "many gutenberg" , "how gutenberg" 
"LOC:country" , "name" , "the" , "largest" , "name the" , "the largest" , "name largest" 
"HUM:ind" , "what" , "was" , "american" , "what was" , "was american" , "what american" 
"HUM:ind" , "what" , "author" , "did" , "what author" , "author did" , "what did" 
"LOC:country" , "what" , "country" , "are" , "what country" , "country are" , "what are" 
"HUM:ind" , "name" , "the" , "poet" , "name the" , "the poet" , "name poet" 
"LOC:state" , "what" , "state" , "records" , "what state" , "state records" , "what records" 
"LOC:city" , "what" , "texas" , "city" , "what texas" , "texas city" , "what city" 
"LOC:country" , "what" , "country" , "did" , "what country" , "country did" , "what did" 
"HUM:ind" , "what" , "barroom" , "judge" , "what barroom" , "barroom judge" , "what judge" 
"HUM:ind" , "who" , "was" , "president" , "who was" , "was president" , "who president" 
"LOC:country" , "what" , "country" , "has" , "what country" , "country has" , "what has" 
"LOC:country" , "what" , "two" , "countries" , "what two" , "two countries" , "what countries" 
"HUM:ind" , "who" , "was" , "chairman" , "who was" , "was chairman" , "who chairman" 
"HUM:ind" , "what" , "actor" , "starred" , "what actor" , "actor starred" , "what starred" 
"NUM:count" , "how" , "many" , "home" , "how many" , "many home" , "how home" 
"LOC:city" , "in" , "what" , "city" , "in what" , "what city" , "in city" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "who" , "replaced" , "bert" , "who replaced" , "replaced bert" , "who bert" 
"NUM:count" , "how" , "many" , "boys" , "how many" , "many boys" , "how boys" 
"NUM:date" , "when" , "are" , "sheep" , "when are" , "are sheep" , "when sheep" 
"LOC:other" , "what" , "the" , "island" , "what the" , "the island" , "what island" 
"NUM:date" , "what" , "century" , "does" , "what century" , "century does" , "what does" 
"NUM:count" , "how" , "many" , "astronauts" , "how many" , "many astronauts" , "how astronauts" 
"LOC:other" , "where" , "is" , "logan" , "where is" , "is logan" , "where logan" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "what" , "golfer" , "has" , "what golfer" , "golfer has" , "what has" 
"HUM:ind" , "who" , "murdered" , "leno" , "who murdered" , "murdered leno" , "who leno" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:state" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "students" , "how many" , "many students" , "how students" 
"HUM:ind" , "who" , "said" , "i" , "who said" , "said i" , "who i" 
"HUM:ind" , "who" , "portrayed" , "etta" , "who portrayed" , "portrayed etta" , "who etta" 
"LOC:other" , "what" , "the" , "name" , "what the" , "the name" , "what name" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "portrayed" , "rosanne" , "who portrayed" , "portrayed rosanne" , "who rosanne" 
"HUM:ind" , "what" , "singer" , "became" , "what singer" , "singer became" , "what became" 
"NUM:date" , "when" , "did" , "iraqi" , "when did" , "did iraqi" , "when iraqi" 
"HUM:ind" , "what" , "famous" , "singing" , "what famous" , "famous singing" , "what singing" 
"NUM:perc" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "canadians" , "how many" , "many canadians" , "how canadians" 
"HUM:ind" , "who" , "was" , "gerald" , "who was" , "was gerald" , "who gerald" 
"NUM:count" , "how" , "many" , "different" , "how many" , "many different" , "how different" 
"NUM:date" , "what" , "year" , "was" , "what year" , "year was" , "what was" 
"HUM:ind" , "who" , "invented" , "batteries" , "who invented" , "invented batteries" , "who batteries" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"LOC:other" , "what" , "london" , "street" , "what london" , "london street" , "what street" 
"LOC:city" , "in" , "what" , "city" , "in what" , "what city" , "in city" 
"NUM:money" , "how" , "much" , "did" , "how much" , "much did" , "how did" 
"LOC:other" , "where" , "is" , "tufts" , "where is" , "is tufts" , "where tufts" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "engines" , "how many" , "many engines" , "how engines" 
"NUM:dist" , "how" , "long" , "was" , "how long" , "long was" , "how was" 
"NUM:weight" , "what" , "does" , "a" , "what does" , "does a" , "what a" 
"LOC:state" , "what" , "province" , "is" , "what province" , "province is" , "what is" 
"HUM:ind" , "who" , "did" , "sonny" , "who did" , "did sonny" , "who sonny" 
"NUM:date" , "what" , "is" , "martin" , "what is" , "is martin" , "what martin" 
"HUM:ind" , "what" , "president" , "dispatched" , "what president" , "president dispatched" , "what dispatched" 
"HUM:ind" , "whose" , "video" , "is" , "whose video" , "video is" , "whose is" 
"NUM:count" , "how" , "many" , "james" , "how many" , "many james" , "how james" 
"NUM:volsize" , "how" , "large" , "is" , "how large" , "large is" , "how is" 
"NUM:count" , "how" , "much" , "electricity" , "how much" , "much electricity" , "how electricity" 
"NUM:count" , "how" , "many" , "acres" , "how many" , "many acres" , "how acres" 
"HUM:ind" , "who" , "the" , "twin" , "who the" , "the twin" , "who twin" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "grammys" , "how many" , "many grammys" , "how grammys" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:period" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:country" , "what" , "country" , "received" , "what country" , "country received" , "what received" 
"NUM:count" , "how" , "many" , "syllables" , "how many" , "many syllables" , "how syllables" 
"LOC:other" , "what" , "is" , "britain" , "what is" , "is britain" , "what britain" 
"HUM:ind" , "who" , "was" , "america" , "who was" , "was america" , "who america" 
"NUM:count" , "how" , "many" , "children" , "how many" , "many children" , "how children" 
"HUM:ind" , "who" , "lives" , "at" , "who lives" , "lives at" , "who at" 
"LOC:state" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"LOC:other" , "where" , "is" , "guam" , "where is" , "is guam" , "where guam" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "is" , "always" , "who is" , "is always" , "who always" 
"HUM:ind" , "who" , "did" , "jackie" , "who did" , "did jackie" , "who jackie" 
"NUM:count" , "how" , "many" , "stars" , "how many" , "many stars" , "how stars" 
"HUM:ind" , "who" , "sought" , "to" , "who sought" , "sought to" , "who to" 
"LOC:other" , "what" , "are" , "tourist" , "what are" , "are tourist" , "what tourist" 
"NUM:dist" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "who" , "said" , "soldiers" , "who said" , "said soldiers" , "who soldiers" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"LOC:city" , "what" , "colorado" , "city" , "what colorado" , "colorado city" , "what city" 
"NUM:money" , "how" , "much" , "does" , "how much" , "much does" , "how does" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"LOC:other" , "where" , "did" , "guinea" , "where did" , "did guinea" , "where guinea" 
"LOC:country" , "what" , "two" , "countries" , "what two" , "two countries" , "what countries" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"HUM:ind" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "which" , "is" , "the" , "which is" , "is the" , "which the" 
"LOC:city" , "what" , "european" , "capital" , "what european" , "european capital" , "what capital" 
"LOC:country" , "what" , "country" , "was" , "what country" , "country was" , "what was" 
"NUM:perc" , "what" , "was" , "thatcher" , "what was" , "was thatcher" , "what thatcher" 
"NUM:count" , "how" , "many" , "calories" , "how many" , "many calories" , "how calories" 
"LOC:state" , "in" , "what" , "state" , "in what" , "what state" , "in state" 
