@relation answerExp10
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"HUM:ind" , "what" , "spanish" , "artist" , "paint" , "what spanish" , "spanish artist" , "what artist" , "what paint" , "spanish paint" , "artist paint" 
"HUM:ind" , "what" , "spy" , "novelist" , "serve" , "what spy" , "spy novelist" , "what novelist" , "what serve" , "spy serve" , "novelist serve" 
"NUM:period" , "how" , "long" , "do" , "it" , "how long" , "long do" , "how do" , "how it" , "long it" , "do it" 
"HUM:ind" , "who" , "be" , "randy" , "steven" , "who be" , "be randy" , "who randy" , "who steven" , "be steven" , "randy steven" 
"LOC:other" , "what" , "be" , "know" , "a" , "what be" , "be know" , "what know" , "what a" , "be a" , "know a" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"HUM:ind" , "name" , "the" , "ranger" , "who" , "name the" , "the ranger" , "name ranger" , "name who" , "the who" , "ranger who" 
"HUM:ind" , "who" , "be" , "the" , "superstar" , "who be" , "be the" , "who the" , "who superstar" , "be superstar" , "the superstar" 
"LOC:city" , "mccarren" , "airport" , "be" , "locate" , "mccarren airport" , "airport be" , "mccarren be" , "mccarren locate" , "airport locate" , "be locate" 
"NUM:perc" , "what" , "fraction" , "of" , "a" , "what fraction" , "fraction of" , "what of" , "what a" , "fraction a" , "of a" 
"LOC:country" , "what" , "country" , "have" , "the" , "what country" , "country have" , "what have" , "what the" , "country the" , "have the" 
"LOC:country" , "what" , "country" , "be" , "the" , "what country" , "country be" , "what be" , "what the" , "country the" , "be the" 
"NUM:count" , "how" , "many" , "year" , "be" , "how many" , "many year" , "how year" , "how be" , "many be" , "year be" 
"NUM:money" , "how" , "much" , "would" , "a" , "how much" , "much would" , "how would" , "how a" , "much a" , "would a" 
"LOC:country" , "what" , "country" , "have" , "the" , "what country" , "country have" , "what have" , "what the" , "country the" , "have the" 
"HUM:ind" , "who" , "be" , "the" , "president" , "who be" , "be the" , "who the" , "who president" , "be president" , "the president" 
"HUM:ind" , "whose" , "first" , "presidential" , "order" , "whose first" , "first presidential" , "whose presidential" , "whose order" , "first order" , "presidential order" 
"LOC:city" , "what" , "city" , "be" , "logan" , "what city" , "city be" , "what be" , "what logan" , "city logan" , "be logan" 
"NUM:count" , "how" , "many" , "inning" , "be" , "how many" , "many inning" , "how inning" , "how be" , "many be" , "inning be" 
"NUM:date" , "when" , "do" , "cnn" , "go" , "when do" , "do cnn" , "when cnn" , "when go" , "do go" , "cnn go" 
"LOC:city" , "what" , "be" , "the" , "large" , "what be" , "be the" , "what the" , "what large" , "be large" , "the large" 
"NUM:code" , "what" , "be" , "the" , "telephone" , "what be" , "be the" , "what the" , "what telephone" , "be telephone" , "the telephone" 
"NUM:count" , "how" , "many" , "wife" , "do" , "how many" , "many wife" , "how wife" , "how do" , "many do" , "wife do" 
"NUM:dist" , "how" , "long" , "be" , "the" , "how long" , "long be" , "how be" , "how the" , "long the" , "be the" 
"LOC:city" , "what" , "city" , "gain" , "renown" , "what city" , "city gain" , "what gain" , "what renown" , "city renown" , "gain renown" 
"HUM:ind" , "who" , "be" , "shoot" , "in" , "who be" , "be shoot" , "who shoot" , "who in" , "be in" , "shoot in" 
"NUM:count" , "how" , "many" , "college" , "be" , "how many" , "many college" , "how college" , "how be" , "many be" , "college be" 
"LOC:city" , "what" , "russian" , "seaport" , "have" , "what russian" , "russian seaport" , "what seaport" , "what have" , "russian have" , "seaport have" 
"LOC:other" , "where" , "can" , "stock" , "be" , "where can" , "can stock" , "where stock" , "where be" , "can be" , "stock be" 
"NUM:date" , "when" , "be" , "the" , "battle" , "when be" , "be the" , "when the" , "when battle" , "be battle" , "the battle" 
"NUM:date" , "when" , "do" , "muhammad" , "live" , "when do" , "do muhammad" , "when muhammad" , "when live" , "do live" , "muhammad live" 
"LOC:mount" , "where" , "do" , "people" , "mountain" , "where do" , "do people" , "where people" , "where mountain" , "do mountain" , "people mountain" 
"LOC:country" , "what" , "be" , "the" , "nordic" , "what be" , "be the" , "what the" , "what nordic" , "be nordic" , "the nordic" 
"LOC:other" , "where" , "on" , "the" , "internet" , "where on" , "on the" , "where the" , "where internet" , "on internet" , "the internet" 
"LOC:state" , "what" , "state" , "border" , "illinois" , "what state" , "state border" , "what border" , "what illinois" , "state illinois" , "border illinois" 
"NUM:temp" , "what" , "be" , "the" , "temperature" , "what be" , "be the" , "what the" , "what temperature" , "be temperature" , "the temperature" 
"LOC:other" , "where" , "do" , "the" , "myth" , "where do" , "do the" , "where the" , "where myth" , "do myth" , "the myth" 
"LOC:city" , "what" , "city" , "be" , "serve" , "what city" , "city be" , "what be" , "what serve" , "city serve" , "be serve" 
"HUM:ind" , "what" , "wrestle" , "star" , "become" , "what wrestle" , "wrestle star" , "what star" , "what become" , "wrestle become" , "star become" 
"LOC:other" , "what" , "attract" , "tourist" , "to" , "what attract" , "attract tourist" , "what tourist" , "what to" , "attract to" , "tourist to" 
"HUM:ind" , "who" , "be" , "the" , "star" , "who be" , "be the" , "who the" , "who star" , "be star" , "the star" 
"LOC:other" , "where" , "be" , "procter" , "gamble" , "where be" , "be procter" , "where procter" , "where gamble" , "be gamble" , "procter gamble" 
"LOC:other" , "what" , "be" , "the" , "web" , "what be" , "be the" , "what the" , "what web" , "be web" , "the web" 
"HUM:ind" , "what" , "be" , "her" , "real" , "what be" , "be her" , "what her" , "what real" , "be real" , "her real" 
"HUM:ind" , "who" , "invent" , "the" , "toothbrush" , "who invent" , "invent the" , "who the" , "who toothbrush" , "invent toothbrush" , "the toothbrush" 
"LOC:other" , "where" , "be" , "the" , "abominable" , "where be" , "be the" , "where the" , "where abominable" , "be abominable" , "the abominable" 
"NUM:count" , "how" , "many" , "dot" , "make" , "how many" , "many dot" , "how dot" , "how make" , "many make" , "dot make" 
"NUM:count" , "how" , "many" , "heart" , "do" , "how many" , "many heart" , "how heart" , "how do" , "many do" , "heart do" 
"LOC:country" , "what" , "be" , "the" , "only" , "what be" , "be the" , "what the" , "what only" , "be only" , "the only" 
"HUM:ind" , "what" , "baseball" , "star" , "turn" , "what baseball" , "baseball star" , "what star" , "what turn" , "baseball turn" , "star turn" 
"HUM:ind" , "what" , "video" , "game" , "hero" , "what video" , "video game" , "what game" , "what hero" , "video hero" , "game hero" 
"NUM:count" , "how" , "many" , "hole" , "be" , "how many" , "many hole" , "how hole" , "how be" , "many be" , "hole be" 
"LOC:other" , "in" , "what" , "city" , "or" , "in what" , "what city" , "in city" , "in or" , "what or" , "city or" 
"HUM:ind" , "what" , "tv" , "comedienne" , "character" , "what tv" , "tv comedienne" , "what comedienne" , "what character" , "tv character" , "comedienne character" 
"NUM:perc" , "what" , "percentage" , "of" , "the" , "what percentage" , "percentage of" , "what of" , "what the" , "percentage the" , "of the" 
"NUM:money" , "what" , "do" , "an" , "average" , "what do" , "do an" , "what an" , "what average" , "do average" , "an average" 
"HUM:ind" , "who" , "play" , "the" , "ringo" , "who play" , "play the" , "who the" , "who ringo" , "play ringo" , "the ringo" 
"HUM:ind" , "who" , "die" , "foot" , "from" , "who die" , "die foot" , "who foot" , "who from" , "die from" , "foot from" 
"NUM:date" , "when" , "be" , "the" , "site" , "when be" , "be the" , "when the" , "when site" , "be site" , "the site" 
"HUM:ind" , "what" , "first" , "name" , "be" , "what first" , "first name" , "what name" , "what be" , "first be" , "name be" 
"HUM:ind" , "who" , "be" , "the" , "young" , "who be" , "be the" , "who the" , "who young" , "be young" , "the young" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"LOC:other" , "what" , "be" , "bill" , "gate" , "what be" , "be bill" , "what bill" , "what gate" , "be gate" , "bill gate" 
"LOC:city" , "what" , "russian" , "city" , "boast" , "what russian" , "russian city" , "what city" , "what boast" , "russian boast" , "city boast" 
"NUM:date" , "when" , "be" , "bastille" , "day" , "when be" , "be bastille" , "when bastille" , "when day" , "be day" , "bastille day" 
"NUM:count" , "how" , "many" , "shot" , "can" , "how many" , "many shot" , "how shot" , "how can" , "many can" , "shot can" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"NUM:date" , "what" , "day" , "of" , "the" , "what day" , "day of" , "what of" , "what the" , "day the" , "of the" 
"HUM:ind" , "who" , "grace" , "the" , "airwave" , "who grace" , "grace the" , "who the" , "who airwave" , "grace airwave" , "the airwave" 
"HUM:ind" , "who" , "portray" , "portly" , "criminologist" , "who portray" , "portray portly" , "who portly" , "who criminologist" , "portray criminologist" , "portly criminologist" 
"NUM:speed" , "how" , "fast" , "be" , "light" , "how fast" , "fast be" , "how be" , "how light" , "fast light" , "be light" 
"NUM:date" , "when" , "be" , "the" , "first" , "when be" , "be the" , "when the" , "when first" , "be first" , "the first" 
"LOC:other" , "what" , "the" , "tall" , "building" , "what the" , "the tall" , "what tall" , "what building" , "the building" , "tall building" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"NUM:count" , "how" , "many" , "quarter" , "equal" , "how many" , "many quarter" , "how quarter" , "how equal" , "many equal" , "quarter equal" 
"HUM:ind" , "what" , "be" , "the" , "first" , "what be" , "be the" , "what the" , "what first" , "be first" , "the first" 
"NUM:ord" , "what" , "chapter" , "of" , "the" , "what chapter" , "chapter of" , "what of" , "what the" , "chapter the" , "of the" 
"HUM:ind" , "who" , "be" , "the" , "bad" , "who be" , "be the" , "who the" , "who bad" , "be bad" , "the bad" 
"HUM:ind" , "what" , "asian" , "leader" , "be" , "what asian" , "asian leader" , "what leader" , "what be" , "asian be" , "leader be" 
"NUM:speed" , "how" , "fast" , "do" , "the" , "how fast" , "fast do" , "how do" , "how the" , "fast the" , "do the" 
"LOC:mount" , "what" , "be" , "the" , "high" , "what be" , "be the" , "what the" , "what high" , "be high" , "the high" 
"LOC:other" , "what" , "arch" , "can" , "you" , "what arch" , "arch can" , "what can" , "what you" , "arch you" , "can you" 
"HUM:ind" , "who" , "sing" , "the" , "song" , "who sing" , "sing the" , "who the" , "who song" , "sing song" , "the song" 
"NUM:period" , "how" , "long" , "should" , "a" , "how long" , "long should" , "how should" , "how a" , "long a" , "should a" 
"LOC:other" , "which" , "way" , "do" , "you" , "which way" , "way do" , "which do" , "which you" , "way you" , "do you" 
"LOC:country" , "which" , "be" , "the" , "wealthy" , "which be" , "be the" , "which the" , "which wealthy" , "be wealthy" , "the wealthy" 
"HUM:ind" , "who" , "be" , "the" , "monarch" , "who be" , "be the" , "who the" , "who monarch" , "be monarch" , "the monarch" 
"HUM:ind" , "what" , "be" , "the" , "top" , "what be" , "be the" , "what the" , "what top" , "be top" , "the top" 
"LOC:country" , "which" , "country" , "be" , "australia" , "which country" , "country be" , "which be" , "which australia" , "country australia" , "be australia" 
"LOC:other" , "where" , "be" , "the" , "kentucky" , "where be" , "be the" , "where the" , "where kentucky" , "be kentucky" , "the kentucky" 
"HUM:ind" , "who" , "do" , "data" , "collection" , "who do" , "do data" , "who data" , "who collection" , "do collection" , "data collection" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"LOC:state" , "what" , "be" , "the" , "leading" , "what be" , "be the" , "what the" , "what leading" , "be leading" , "the leading" 
"HUM:ind" , "who" , "be" , "the" , "four" , "who be" , "be the" , "who the" , "who four" , "be four" , "the four" 
"NUM:count" , "how" , "many" , "sperm" , "cell" , "how many" , "many sperm" , "how sperm" , "how cell" , "many cell" , "sperm cell" 
"NUM:dist" , "how" , "far" , "do" , "you" , "how far" , "far do" , "how do" , "how you" , "far you" , "do you" 
"HUM:ind" , "who" , "be" , "the" , "only" , "who be" , "be the" , "who the" , "who only" , "be only" , "the only" 
"LOC:other" , "where" , "be" , "the" , "tropical" , "where be" , "be the" , "where the" , "where tropical" , "be tropical" , "the tropical" 
"HUM:ind" , "what" , "the" , "nickname" , "of" , "what the" , "the nickname" , "what nickname" , "what of" , "the of" , "nickname of" 
"NUM:other" , "what" , "be" , "the" , "number" , "what be" , "be the" , "what the" , "what number" , "be number" , "the number" 
"NUM:dist" , "how" , "far" , "can" , "a" , "how far" , "far can" , "how can" , "how a" , "far a" , "can a" 
"LOC:other" , "where" , "be" , "lincoln" , "assassinate" , "where be" , "be lincoln" , "where lincoln" , "where assassinate" , "be assassinate" , "lincoln assassinate" 
"NUM:count" , "what" , "be" , "the" , "highway" , "what be" , "be the" , "what the" , "what highway" , "be highway" , "the highway" 
"HUM:ind" , "whose" , "autobiography" , "be" , "title" , "whose autobiography" , "autobiography be" , "whose be" , "whose title" , "autobiography title" , "be title" 
"NUM:date" , "what" , "year" , "do" , "the" , "what year" , "year do" , "what do" , "what the" , "year the" , "do the" 
"NUM:perc" , "what" , "percentage" , "of" , "american" , "what percentage" , "percentage of" , "what of" , "what american" , "percentage american" , "of american" 
"NUM:date" , "what" , "the" , "first" , "day" , "what the" , "the first" , "what first" , "what day" , "the day" , "first day" 
"LOC:city" , "what" , "city" , "be" , "president" , "what city" , "city be" , "what be" , "what president" , "city president" , "be president" 
"LOC:city" , "what" , "city" , "have" , "the" , "what city" , "city have" , "what have" , "what the" , "city the" , "have the" 
"HUM:ind" , "who" , "claim" , "he" , "kill" , "who claim" , "claim he" , "who he" , "who kill" , "claim kill" , "he kill" 
"NUM:count" , "how" , "many" , "degree" , "cooler" , "how many" , "many degree" , "how degree" , "how cooler" , "many cooler" , "degree cooler" 
"HUM:ind" , "what" , "double" , "talk" , "professor" , "what double" , "double talk" , "what talk" , "what professor" , "double professor" , "talk professor" 
"LOC:city" , "what" , "be" , "the" , "five" , "what be" , "be the" , "what the" , "what five" , "be five" , "the five" 
